Speciality_Group,HCP_ID,Decile,Emails_Jan18,Emails_Feb18,Emails_Mar18,Emails_Apr18,Emails_May18,Emails_Jun18,Emails_Jul18,Emails_Aug18,Emails_Sep18,Emails_Oct18,Emails_Nov18,Emails_Dec18,Emails_Jan19,Emails_Feb19,Emails_Mar19,Emails_Apr19,Calls_Jan18,Calls_Feb18,Calls_Mar18,Calls_Apr18,Calls_May18,Calls_Jun18,Calls_Jul18,Calls_Aug18,Calls_Sep18,Calls_Oct18,Calls_Nov18,Calls_Dec18,Calls_Jan19,Calls_Feb19,Calls_Mar19,Calls_Apr19,Segment,Brand_Sales_Jan18,Brand_Sales_Feb18,Brand_Sales_Mar18,Brand_Sales_Apr18,Brand_Sales_May18,Brand_Sales_Jun18,Brand_Sales_Jul18,Brand_Sales_Aug18,Brand_Sales_Sep18,Brand_Sales_Oct18,Brand_Sales_Nov18,Brand_Sales_Dec18,Brand_Sales_Jan19,Brand_Sales_Feb19,Brand_Sales_Mar19,Brand_Sales_Apr19,Final_formulary_status,Final_criteria_status,Speaker_Program_Jan18,Speaker_Program_Feb18,Speaker_Program_Mar18,Speaker_Program_Apr18,Speaker_Program_May18,Speaker_Program_Jun18,Speaker_Program_Jul18,Speaker_Program_Aug18,Speaker_Program_Sep18,Speaker_Program_Oct18,Speaker_Program_Nov18,Speaker_Program_Dec18,Speaker_Program_Jan19,Speaker_Program_Feb19,Speaker_Program_Mar19,Speaker_Program_Apr19,Mobile_Alerts_Jan18,Mobile_Alerts_Feb18,Mobile_Alerts_Mar18,Mobile_Alerts_Apr18,Mobile_Alerts_May18,Mobile_Alerts_Jun18,Mobile_Alerts_Jul18,Mobile_Alerts_Aug18,Mobile_Alerts_Sep18,Mobile_Alerts_Oct18,Mobile_Alerts_Nov18,Mobile_Alerts_Dec18,Mobile_Alerts_Jan19,Mobile_Alerts_Feb19,Mobile_Alerts_Mar19,Mobile_Alerts_Apr19,Competitor_Detailing_Jan18,Competitor_Detailing_Feb18,Competitor_Detailing_Mar18,Competitor_Detailing_Apr18,Competitor_Detailing_May18,Competitor_Detailing_Jun18,Competitor_Detailing_Jul18,Competitor_Detailing_Aug18,Competitor_Detailing_Sep18,Competitor_Detailing_Oct18,Competitor_Detailing_Nov18,Competitor_Detailing_Dec18,Competitor_Detailing_Jan19,Competitor_Detailing_Feb19,Competitor_Detailing_Mar19,Competitor_Detailing_Apr19,TC
Other-Speciality,3332,M,2,4,2,1,7,4,4,2,5,2,5,7,2,0,6,5,3,1,3,3,0,4,0,1,2,4,3,0,3,4,4,4,Not_Covered,18,46,32,29,51,52,55,19,58,50,31,56,43,22,10,17,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,4,15,18,3,16,8,17,8,9,4,3,1,2,4,3,2,0,1,3,2,1,3,0,1,3,2,1,1,2,1,C
REMS,1791,M,0,5,6,8,1,7,4,4,0,1,5,8,1,6,4,5,4,1,0,1,1,4,2,0,2,3,3,4,4,4,2,2,Not_Covered,54,22,23,14,35,36,47,41,59,13,44,27,59,13,17,26,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,6,12,10,6,18,7,8,9,13,10,16,8,14,11,3,1,1,2,2,1,2,0,2,0,3,0,1,1,1,1,C
Other-Speciality,2564,M,1,0,5,1,5,2,5,2,0,0,5,3,1,2,4,7,4,0,2,2,3,1,2,4,2,4,4,2,4,4,1,0,Not_Covered,27,41,42,34,25,48,33,22,32,38,57,14,45,15,50,19,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,17,17,9,14,17,15,5,4,9,16,11,14,8,3,0,3,1,0,3,2,2,0,0,2,0,2,2,3,0,1,C
PCP,375,H,14,1,7,9,6,12,7,0,2,10,0,8,2,0,3,4,4,0,1,1,4,2,4,4,2,3,0,3,3,2,1,4,Not_Covered,98,46,65,46,38,41,111,71,78,79,67,100,55,68,30,82,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,15,11,4,14,7,2,11,3,3,13,10,18,7,6,0,1,2,2,3,2,0,1,2,2,2,1,1,2,3,2,C
PCP,1250384,H,4,7,3,2,13,5,2,4,4,13,13,11,2,1,5,0,4,1,4,2,2,3,0,0,2,0,2,0,0,2,3,2,Not_Covered,77,69,111,107,66,68,52,100,108,119,115,46,87,41,84,69,Other,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,7,15,11,12,2,9,2,9,16,13,16,12,11,2,1,1,1,2,0,0,2,3,1,3,0,3,3,0,0,C
REMS,5301559,H,7,12,11,3,8,8,3,1,7,5,14,2,3,11,10,4,4,0,4,2,0,1,4,4,2,0,0,3,0,4,0,3,Not_Covered,77,33,109,56,119,95,70,72,104,91,84,71,81,94,78,80,On_Formulary,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,6,4,13,12,18,3,5,14,7,0,18,12,11,10,0,1,1,2,3,2,0,1,1,3,0,0,3,2,1,0,C
Other-Speciality,4218,M,7,3,8,0,8,0,7,8,5,1,8,0,6,3,3,0,4,2,3,4,4,1,4,0,2,2,1,2,0,3,4,3,Not_Covered,33,55,29,43,29,59,18,57,39,32,33,40,37,16,56,17,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,7,7,17,7,15,16,12,9,7,5,7,18,3,1,1,0,1,0,3,0,3,0,2,2,2,3,1,0,C
PCP,404,H,7,10,0,10,5,7,5,9,11,13,0,12,14,1,3,3,4,4,0,4,1,1,2,3,2,3,0,3,2,3,2,1,Not_Covered,110,90,75,100,36,72,34,100,54,44,57,67,110,65,107,44,Not_On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,2,1,10,13,1,16,13,12,13,11,4,11,6,8,3,0,3,1,1,0,3,3,2,1,0,2,3,2,2,0,C
PCP,3660400,L,1,3,1,0,3,3,1,2,0,2,4,4,0,4,4,3,0,2,2,1,0,1,2,1,2,0,1,2,0,0,1,1,Shared,6,1,8,16,9,15,19,7,14,5,15,0,12,2,17,5,Not_On_Formulary,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,17,7,10,4,3,6,13,13,13,5,5,13,1,9,1,0,0,2,1,0,1,2,0,3,1,2,0,2,3,0,C
Other-Speciality,5715,L,1,1,2,2,3,2,0,4,1,3,2,4,0,4,2,3,0,2,1,1,2,2,0,0,2,2,1,2,2,0,2,2,Shared,15,5,2,9,18,14,20,0,10,4,1,4,16,17,6,8,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,9,2,4,17,15,18,12,2,8,1,13,8,12,9,1,1,2,3,3,0,1,2,1,2,0,3,0,2,0,2,C
NON-PCP,7340,L,2,2,4,0,1,4,4,2,2,4,1,0,0,0,3,1,0,0,1,1,0,0,2,2,2,0,0,1,2,0,1,0,Shared,0,19,18,3,3,10,19,15,5,0,9,18,9,18,17,5,On_Formulary,No_Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,11,18,1,10,1,11,11,5,10,8,18,15,1,3,1,3,0,3,1,2,1,0,2,0,2,3,0,2,0,C
NON-PCP,58352,L,1,1,4,0,0,0,4,4,2,4,1,2,0,4,3,4,0,0,1,2,2,1,2,1,2,2,0,1,2,2,0,2,Shared,11,8,4,1,8,20,5,15,5,6,1,14,15,16,17,7,On_Formulary,No_Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,1,4,10,1,17,9,4,7,4,2,1,9,7,3,3,0,0,0,3,2,3,0,1,2,3,0,1,1,3,2,C
NON-PCP,7205,L,3,0,3,1,3,2,0,3,1,2,0,4,1,2,1,2,0,1,0,2,2,0,1,0,2,1,0,1,1,0,2,0,Shared,17,8,1,6,16,1,16,21,16,11,18,13,15,14,20,13,On_Formulary,No_Restrictions,3,0,1,0,1,2,0,0,3,2,0,1,3,0,2,3,1,5,15,15,4,18,13,3,2,2,0,11,16,16,12,11,0,1,2,3,3,0,2,3,2,1,1,0,1,2,0,3,T
Other-Speciality,3138,M,2,8,7,7,3,6,3,1,3,8,2,4,1,8,0,5,0,0,0,0,3,4,3,4,2,0,2,1,1,1,0,2,Shared,15,56,50,24,45,51,54,59,48,49,60,32,34,42,11,14,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,18,15,1,17,15,6,17,17,13,1,7,14,18,9,0,2,0,1,2,1,0,0,3,2,0,1,3,3,1,3,C
Other-Speciality,7136,L,4,2,4,2,1,4,3,4,4,3,4,4,1,2,3,4,0,1,1,0,2,0,1,0,2,1,1,2,1,2,0,1,Shared,1,20,12,11,4,17,33,31,30,28,32,27,29,29,36,35,On_Formulary,No_Restrictions,1,2,2,1,3,2,0,1,3,3,1,3,0,2,3,2,5,18,1,10,2,1,16,10,1,18,7,4,13,18,13,15,0,0,3,2,3,1,1,3,1,1,0,3,0,1,0,0,T
NON-PCP,7189,L,3,2,2,3,2,1,4,0,4,0,2,4,1,0,1,2,0,2,2,0,2,2,2,0,2,2,1,2,2,0,0,0,Shared,17,1,10,12,1,14,30,34,34,29,33,25,32,26,31,28,Other,No_Restrictions,1,3,3,3,2,3,2,2,1,2,0,2,0,1,2,3,0,4,13,6,14,2,9,1,10,3,0,8,2,5,13,11,2,2,2,3,0,3,0,3,1,2,1,3,2,1,3,0,T
REMS,2270,M,0,1,6,3,7,1,1,8,7,0,1,2,1,6,5,7,0,0,1,1,4,3,3,3,2,3,4,1,4,2,4,1,Shared,18,33,20,16,26,54,15,54,58,29,55,55,15,28,13,58,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,5,18,18,3,16,17,2,11,4,11,8,9,15,7,0,3,2,1,1,3,2,0,1,3,0,2,3,2,0,1,C
Other-Speciality,5739,L,2,2,3,3,1,4,4,4,0,0,1,1,2,4,0,3,0,1,2,0,1,0,2,0,2,1,0,0,2,2,1,1,Shared,18,7,19,18,7,14,17,3,17,16,9,13,0,13,19,17,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,2,16,9,12,7,6,18,16,1,14,2,6,10,1,1,1,1,0,1,2,0,3,2,2,1,1,1,3,2,2,C
PCP,113200,L,3,2,0,3,4,1,1,2,1,4,1,0,2,1,1,3,0,1,0,0,1,2,2,2,2,1,0,2,1,1,0,2,Shared,4,9,10,7,15,1,18,2,16,17,16,1,5,16,14,6,On_Formulary,No_Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,7,0,10,7,16,10,17,5,0,10,11,13,8,3,0,0,0,2,3,0,3,3,2,2,0,0,0,1,2,C
Other-Speciality,5766,M,2,3,5,8,5,2,1,6,3,8,0,5,2,8,4,1,0,0,2,2,4,1,4,1,2,4,1,4,0,2,0,4,Shared,58,29,22,50,52,48,74,65,64,66,65,65,70,73,78,69,On_Formulary,Restrictions,0,2,3,0,2,2,2,0,1,0,3,1,1,1,1,0,14,4,12,0,13,7,9,1,14,8,17,3,15,7,8,8,2,2,3,1,1,3,1,3,2,3,2,0,2,1,3,2,T
Other-Speciality,6222,L,4,4,2,2,3,2,3,0,3,0,4,0,2,2,3,1,0,2,0,0,2,2,2,1,2,0,1,0,1,1,1,2,Shared,10,18,15,8,7,6,1,20,12,10,5,19,20,11,16,12,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,4,13,10,0,6,0,11,2,0,18,10,15,16,3,0,1,2,1,2,1,2,2,1,0,2,3,1,1,1,0,C
Other-Speciality,5074,M,1,0,2,5,3,1,0,4,4,1,4,3,2,1,3,1,0,4,0,1,2,1,2,1,2,1,3,2,2,2,4,4,Shared,14,43,43,31,29,40,52,66,66,54,51,69,62,64,54,55,On_Formulary,Restrictions,0,1,2,0,3,2,1,3,1,2,1,0,1,2,1,3,15,1,12,2,16,11,0,2,9,12,11,1,8,2,15,9,2,3,1,1,3,1,0,0,1,2,1,1,1,3,1,1,T
PCP,5239223,L,3,2,3,3,4,0,0,0,4,0,0,1,2,4,3,4,0,1,1,1,2,2,1,2,2,0,0,0,0,2,2,2,Shared,8,5,13,0,5,5,5,9,17,17,16,12,9,10,4,4,On_Formulary,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,9,0,7,3,12,16,18,8,6,10,1,2,2,3,3,3,3,3,1,1,3,2,0,2,2,1,3,1,C
NON-PCP,1257,M,2,0,5,0,7,2,2,7,5,0,2,5,2,8,2,8,0,3,2,3,1,1,0,2,2,1,1,2,0,2,0,0,Shared,11,46,39,42,37,13,28,22,17,42,36,53,37,19,44,24,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,8,0,13,10,5,11,2,4,3,2,17,7,6,11,0,1,0,2,3,1,2,1,3,0,3,3,3,1,0,3,C
NON-PCP,1029,H,6,6,5,12,9,11,13,9,0,1,8,12,3,0,5,7,0,0,4,4,4,4,0,2,2,1,4,4,3,4,2,3,Shared,114,69,76,32,96,120,46,85,44,111,96,65,73,58,93,34,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,9,6,8,6,2,1,7,9,15,14,7,18,12,18,0,1,2,1,3,1,3,1,1,3,2,2,0,3,0,0,C
NON-PCP,7262,L,0,0,4,2,0,3,3,2,0,4,4,1,3,0,1,4,0,0,2,2,0,0,1,0,2,2,1,1,1,2,1,0,Shared,4,14,16,8,13,2,15,6,3,0,2,3,16,14,5,13,On_Formulary,No_Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,11,14,10,4,14,10,14,4,6,3,17,0,0,0,2,0,0,0,1,0,3,0,3,2,2,1,1,0,C
Other-Speciality,6797,L,3,3,3,3,4,4,2,1,1,4,2,2,3,2,1,4,0,0,1,0,1,2,2,0,2,0,2,1,0,2,2,2,Shared,15,9,7,1,2,2,1,20,4,13,7,13,15,4,5,14,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,10,10,13,6,9,8,3,0,4,14,18,4,1,2,0,1,0,2,1,3,2,0,3,1,2,2,0,3,0,C
Other-Speciality,3605,M,2,6,4,0,7,7,3,5,3,8,4,0,3,6,3,7,0,2,0,4,3,0,3,1,2,2,0,4,3,2,3,2,Shared,50,13,20,35,28,40,55,68,54,64,56,50,57,52,67,54,On_Formulary,Restrictions,3,0,2,3,0,3,1,1,1,0,0,1,2,0,2,1,1,4,12,4,14,12,8,17,11,1,15,15,5,0,10,12,2,1,1,2,3,2,3,3,3,3,3,0,0,2,2,2,T
PCP,4104032,L,2,1,0,2,4,4,1,1,3,0,0,3,3,3,2,2,0,1,1,1,2,0,0,0,2,1,0,0,0,1,2,1,Shared,17,4,16,17,14,10,11,4,19,10,2,10,3,4,11,8,On_Formulary,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,9,8,2,18,6,6,2,8,1,8,9,10,13,10,1,3,0,3,0,0,2,3,3,3,3,2,0,3,3,3,C
NON-PCP,7263,L,4,4,4,1,1,4,3,1,4,3,4,1,3,1,0,3,0,1,1,2,0,0,2,0,2,1,0,2,0,2,2,2,Shared,15,17,17,20,11,6,5,16,0,18,4,14,5,4,12,2,On_Formulary,No_Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,10,17,13,9,3,9,15,14,7,7,13,12,8,4,3,2,3,2,1,2,3,3,0,0,2,2,0,0,0,1,C
Other-Speciality,3181,M,6,2,5,0,8,2,8,1,7,0,1,2,3,7,7,7,0,0,3,3,4,2,3,4,2,4,4,2,2,1,2,4,Shared,30,17,58,51,60,18,42,17,48,22,60,37,58,23,23,47,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,14,15,4,9,17,11,13,7,12,4,5,11,9,17,2,1,1,1,2,2,0,2,0,1,2,2,1,3,3,3,C
Other-Speciality,3846,M,8,5,0,0,3,2,4,6,7,2,3,4,3,1,5,2,0,0,0,0,4,3,4,0,2,1,4,0,0,0,0,2,Shared,36,40,45,59,44,24,46,38,24,45,30,29,14,39,50,30,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,11,13,6,3,12,8,12,14,11,3,15,13,9,16,3,3,1,2,1,1,0,1,0,2,1,2,1,1,2,1,C
NON-PCP,1282810,L,1,4,0,3,2,2,1,4,0,0,3,3,4,1,2,0,0,1,2,1,0,0,0,1,2,1,2,0,1,0,2,0,Shared,0,0,5,7,6,12,24,31,31,32,22,29,26,27,22,27,Other,Cannot_Use,3,3,3,0,2,3,3,2,1,0,3,1,1,2,0,1,13,7,18,7,3,16,17,10,3,13,4,16,3,18,18,5,2,1,0,3,3,2,1,2,0,0,2,2,3,3,0,3,T
Other-Speciality,2412,M,8,4,0,6,0,3,4,4,1,6,2,4,4,1,3,3,0,0,0,0,4,3,2,0,2,3,0,3,0,4,4,2,Shared,16,25,50,25,56,34,32,31,21,43,41,41,28,40,52,34,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,7,14,13,4,12,8,2,1,16,9,15,2,16,0,1,2,2,2,0,2,3,0,0,2,0,0,0,3,0,2,C
Other-Speciality,4275,M,4,2,6,0,2,7,0,7,1,6,8,1,4,0,1,3,0,3,2,0,0,4,3,2,2,2,3,1,2,2,4,3,Shared,12,46,46,15,29,36,23,20,36,47,34,42,54,37,31,22,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,18,15,9,7,12,18,9,7,3,10,8,14,6,15,2,2,1,3,1,0,0,1,3,1,3,2,3,3,2,2,C
Other-Speciality,4560,M,5,5,4,6,7,0,0,3,1,0,0,7,4,0,1,8,0,1,2,3,1,4,3,2,2,2,3,0,4,2,3,2,Shared,31,19,60,32,23,57,51,20,18,40,17,30,11,36,41,21,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,11,6,18,4,8,4,9,17,3,16,15,4,12,16,1,1,2,2,1,1,3,3,0,1,2,0,2,1,1,1,C
Other-Speciality,5067,M,6,1,0,3,8,1,1,0,2,5,1,6,4,3,0,4,0,0,0,4,4,2,4,3,2,0,4,2,0,2,0,0,Shared,58,56,44,26,33,30,58,48,60,42,51,49,40,51,42,58,Other,Restrictions,0,0,2,2,0,2,3,3,2,3,1,3,1,1,1,3,2,6,1,14,7,5,2,2,13,2,6,8,7,5,7,17,3,0,0,3,3,2,1,3,1,1,1,1,2,2,0,0,T
Other-Speciality,6755,L,3,1,3,4,3,4,3,4,2,2,0,0,4,4,1,3,0,1,0,1,2,2,0,2,2,2,0,1,0,2,1,2,Shared,6,1,17,6,9,15,31,33,31,33,28,31,35,32,28,32,Other,Restrictions,0,0,0,0,2,2,3,0,3,1,0,1,2,1,2,0,18,13,16,18,17,2,6,11,1,8,0,1,13,1,13,0,2,1,2,3,1,3,0,2,3,3,3,2,3,1,0,3,T
NON-PCP,81155,L,4,1,0,3,1,1,2,3,3,1,3,4,4,3,1,3,0,1,0,1,2,0,0,0,2,2,0,2,1,1,0,2,Shared,15,18,5,4,1,11,8,19,2,13,7,4,1,13,8,10,On_Formulary,No_Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,18,10,15,10,9,16,7,7,4,4,0,11,12,11,0,1,1,2,1,1,2,0,3,1,0,1,0,0,1,2,C
NON-PCP,7218,L,2,3,1,4,1,2,0,3,4,2,2,0,4,1,0,2,0,2,0,1,1,1,2,0,2,0,1,2,0,1,0,0,Shared,2,8,12,2,2,6,17,15,19,3,2,2,0,8,3,11,Other,No_Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,9,12,10,2,3,14,4,4,16,3,9,6,14,12,3,1,1,1,2,2,0,1,2,2,3,1,3,1,2,2,C
PCP,377,H,11,9,10,12,5,5,14,3,12,8,13,5,4,4,5,7,0,3,4,0,2,2,0,3,2,2,3,0,3,2,3,2,Shared,52,120,80,72,74,78,53,72,94,31,110,36,91,37,101,31,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,6,4,6,9,17,7,2,12,7,0,9,15,6,0,0,0,2,2,3,2,3,3,3,2,0,2,3,0,1,C
REMS,2178,M,5,3,3,0,2,7,3,8,2,3,7,6,6,3,0,5,0,0,3,1,0,1,0,2,2,4,2,0,4,0,4,2,Shared,26,38,35,34,19,48,58,32,17,55,57,36,23,50,13,18,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,18,15,0,17,5,5,3,14,8,18,10,10,0,13,3,3,0,0,1,3,2,2,2,0,1,2,3,2,0,0,C
Other-Speciality,5620,M,4,4,5,7,3,5,7,8,2,1,5,5,6,6,4,0,0,4,3,3,2,0,4,0,2,4,3,3,4,4,2,3,Shared,41,22,26,58,51,47,52,60,41,21,19,45,17,51,56,25,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,5,7,6,4,10,9,17,15,3,13,8,14,3,2,0,1,0,0,3,0,0,3,0,2,2,1,0,1,0,C
Other-Speciality,3525,M,2,5,4,0,4,1,0,2,7,1,3,0,7,5,5,8,0,0,2,4,3,2,2,4,2,3,2,2,0,2,2,1,Shared,42,16,42,20,47,57,57,53,46,24,22,50,51,40,17,46,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,8,13,16,10,14,5,8,17,12,13,8,8,6,3,3,1,3,1,0,1,2,1,0,2,2,1,3,0,1,C
REMS,217,H,10,12,11,9,11,2,12,4,9,4,2,6,14,11,11,5,0,3,4,4,3,4,1,0,2,2,0,0,0,3,2,4,Shared,40,78,99,37,104,82,86,103,120,114,78,118,68,100,67,33,Not_On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,18,9,6,7,16,2,7,7,0,0,13,12,12,1,3,0,3,2,0,2,2,0,0,0,0,2,3,0,2,C
PCP,31093150,L,1,2,2,4,4,1,2,0,0,3,0,3,0,1,0,0,1,1,0,1,2,1,2,2,2,2,0,2,2,1,2,2,Shared,8,11,4,0,14,11,10,5,13,12,18,0,5,4,6,12,On_Formulary,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0,10,0,2,3,6,12,9,18,12,11,6,6,1,1,1,1,2,3,0,3,0,3,0,3,0,3,1,1,C
PCP,34236118,L,2,3,2,3,4,2,4,0,0,0,0,4,0,1,1,4,1,0,2,0,0,0,0,0,2,2,0,0,1,0,2,0,Shared,5,0,11,18,14,9,29,29,23,28,27,27,20,28,29,27,Other,Cannot_Use,0,3,3,3,1,3,1,1,3,0,2,1,3,0,0,2,3,10,0,10,7,18,7,7,13,2,0,13,2,1,10,9,0,2,0,3,3,2,1,0,2,2,1,3,2,1,2,0,T
Other-Speciality,7132,L,1,3,1,0,3,1,1,4,1,3,4,3,0,0,0,0,1,2,0,1,2,2,1,2,2,1,1,1,1,2,1,1,Shared,13,17,19,18,6,16,31,36,36,26,32,31,30,27,31,33,Other,No_Restrictions,0,2,3,0,2,1,3,0,0,2,2,1,2,0,1,1,1,7,16,0,7,9,11,14,15,5,18,2,12,5,4,14,3,1,1,3,0,3,3,2,0,1,3,2,3,0,1,3,T
NON-PCP,1122745,L,0,0,3,4,2,2,0,4,1,0,4,4,0,2,1,2,1,1,2,2,0,2,2,1,2,1,1,0,0,0,2,1,Shared,10,13,7,6,8,4,2,12,20,9,3,11,18,2,0,16,On_Formulary,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,1,8,18,13,15,12,15,9,3,13,4,4,1,1,2,3,3,1,2,3,3,3,2,0,3,3,3,2,2,C
NON-PCP,1238618,L,0,2,1,4,4,4,4,0,1,0,3,0,0,1,1,2,1,1,0,0,2,1,0,2,2,0,2,0,1,2,1,1,Shared,7,5,4,11,14,16,11,1,20,9,14,14,1,10,0,13,On_Formulary,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,11,14,15,11,1,16,16,7,5,12,2,3,10,6,3,0,1,0,2,3,1,0,3,1,2,2,2,2,3,0,C
Other-Speciality,3910,M,1,7,0,0,6,5,0,5,3,3,6,5,0,1,1,7,1,2,1,2,4,2,4,1,2,1,0,1,0,3,1,2,Shared,34,41,50,54,20,56,49,47,26,17,13,57,26,30,41,28,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,2,13,10,9,1,13,18,18,13,7,14,16,15,3,3,2,0,2,2,1,2,3,0,2,1,0,2,1,3,C
Other-Speciality,4687,M,0,1,6,0,5,7,2,3,4,3,0,7,0,6,5,5,1,4,4,3,0,4,0,4,2,3,0,1,1,2,2,2,Shared,55,33,44,38,29,34,55,24,16,24,24,22,33,15,24,54,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,16,16,18,12,17,17,0,18,16,12,14,17,0,10,0,3,2,3,3,3,0,0,0,0,0,2,2,3,3,2,C
Other-Speciality,5805,L,0,2,2,0,0,4,4,1,4,2,4,0,0,0,2,0,1,2,2,1,2,1,0,1,2,0,2,0,0,0,2,2,Shared,20,19,9,15,12,1,18,2,5,3,19,3,12,3,7,20,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,8,1,11,9,5,12,12,16,7,0,11,17,18,15,1,3,1,1,2,0,3,1,3,0,2,3,0,0,1,2,C
PCP,131614,L,0,0,3,2,3,1,4,0,4,3,4,1,0,4,4,0,1,2,1,1,2,2,0,1,2,0,2,2,0,0,2,2,Shared,0,9,19,11,19,2,13,18,15,20,17,17,19,18,15,12,On_Formulary,No_Restrictions,1,1,3,1,1,3,1,0,2,1,2,1,2,0,1,1,10,17,9,16,3,16,0,13,16,14,1,17,10,14,7,2,0,2,3,2,0,3,3,1,0,0,2,0,3,2,3,1,T
Other-Speciality,7141,L,1,4,1,2,2,2,1,4,0,4,1,1,1,3,0,4,1,1,1,0,2,2,2,2,2,0,1,2,0,0,2,1,Shared,20,19,15,7,1,4,18,22,19,20,24,18,16,14,23,23,Other,No_Restrictions,0,2,3,2,0,3,3,3,2,1,0,3,0,2,3,0,8,11,9,0,18,7,15,1,17,9,1,14,7,4,18,18,0,3,2,2,0,2,2,1,0,3,2,0,2,0,0,3,T
PCP,27720876,L,2,4,2,0,1,3,0,1,0,3,3,3,1,0,0,0,1,2,1,1,2,1,1,2,2,2,0,0,2,0,2,2,Shared,7,12,10,11,14,0,0,15,18,11,10,2,16,6,20,14,On_Formulary,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,0,11,14,6,11,2,14,8,3,6,16,5,14,16,1,3,0,2,3,1,2,0,2,2,3,3,3,1,1,2,C
NON-PCP,7208,L,1,2,3,0,2,0,0,4,4,4,0,4,1,4,2,4,1,2,0,2,2,1,0,2,2,2,1,1,0,1,0,0,Shared,18,20,18,19,20,9,4,3,0,9,0,18,17,4,4,9,On_Formulary,No_Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,10,0,10,1,2,11,1,16,16,15,17,12,4,3,0,2,0,0,1,3,2,0,1,2,0,0,2,3,1,C
